"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"1081",3312,"Benken SG",73,2.41,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Hofstetter $/td£ $td£ 73 $/td£  $td£ 2.41% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Glaus $/td£ $td£ 71 $/td£  $td£ 2.35% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Steiner $/td£ $td£ 66 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Romer $/td£ $td£ 61 $/td£  $td£ 2.02% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jud $/td£ $td£ 57 $/td£  $td£ 1.88% $/td£ $/tr£¢ $/table£"
"1082",3313,"Kaltbrunn",146,2.9,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 146 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Zahner $/td£ $td£ 121 $/td£  $td£ 2.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jud $/td£ $td£ 104 $/td£  $td£ 2.07% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüegg $/td£ $td£ 81 $/td£  $td£ 1.61% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Brunner $/td£ $td£ 77 $/td£  $td£ 1.53% $/td£ $/tr£¢ $/table£"
"1083",3315,"Schänis",214,5.42,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jud $/td£ $td£ 214 $/td£  $td£ 5.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steiner $/td£ $td£ 100 $/td£  $td£ 2.53% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zweifel $/td£ $td£ 70 $/td£  $td£ 1.77% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Seliner $/td£ $td£ 69 $/td£  $td£ 1.75% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Tremp $/td£ $td£ 51 $/td£  $td£ 1.29% $/td£ $/tr£¢ $/table£"
"1084",3316,"Weesen",50,2.77,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Hämmerli $/td£ $td£ 50 $/td£  $td£ 2.77% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gmür $/td£ $td£ 39 $/td£  $td£ 2.16% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bühler $/td£ $td£ 24 $/td£  $td£ 1.33% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 24 $/td£  $td£ 1.33% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zimmermann $/td£ $td£ 24 $/td£  $td£ 1.33% $/td£ $/tr£¢ $/table£"
"1085",3338,"Schmerikon",131,3.24,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 131 $/td£  $td£ 3.24% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Wespe $/td£ $td£ 59 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kuster $/td£ $td£ 57 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüegg $/td£ $td£ 29 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 28 $/td£  $td£ 0.69% $/td£ $/tr£¢ $/table£"
"1086",3339,"Uznach",80,1.22,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 80 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Jud $/td£ $td£ 79 $/td£  $td£ 1.2% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Oberholzer $/td£ $td£ 53 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüegg $/td£ $td£ 50 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kuster $/td£ $td£ 43 $/td£  $td£ 0.66% $/td£ $/tr£¢ $/table£"
"1087",3340,"Rapperswil-Jona",252,0.91,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 252 $/td£  $td£ 0.91% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüegg $/td£ $td£ 218 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Helbling $/td£ $td£ 194 $/td£  $td£ 0.7% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 149 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 140 $/td£  $td£ 0.5% $/td£ $/tr£¢ $/table£"
"1088",3341,"Gommiswald",149,2.74,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 149 $/td£  $td£ 2.74% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernet $/td£ $td£ 94 $/td£  $td£ 1.73% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rüegg $/td£ $td£ 87 $/td£  $td£ 1.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 77 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jud $/td£ $td£ 64 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kaufmann $/td£ $td£ 64 $/td£  $td£ 1.18% $/td£ $/tr£¢ $/table£"
"1089",3342,"Eschenbach SG",281,2.86,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rüegg $/td£ $td£ 281 $/td£  $td£ 2.86% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Blöchlinger $/td£ $td£ 214 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Oberholzer $/td£ $td£ 189 $/td£  $td£ 1.92% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kuster $/td£ $td£ 158 $/td£  $td£ 1.61% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 126 $/td£  $td£ 1.28% $/td£ $/tr£¢ $/table£"
"1090",3352,"Ebnat-Kappel",107,2.12,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bösch $/td£ $td£ 107 $/td£  $td£ 2.12% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Brunner $/td£ $td£ 90 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Looser $/td£ $td£ 63 $/td£  $td£ 1.25% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Roth $/td£ $td£ 63 $/td£  $td£ 1.25% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Scherrer $/td£ $td£ 50 $/td£  $td£ 0.99% $/td£ $/tr£¢ $/table£"
"1091",3359,"Wildhaus-Alt St. Johann",83,3.18,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Forrer $/td£ $td£ 83 $/td£  $td£ 3.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Huser $/td£ $td£ 74 $/td£  $td£ 2.84% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bollhalder $/td£ $td£ 73 $/td£  $td£ 2.8% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ammann $/td£ $td£ 66 $/td£  $td£ 2.53% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wenk $/td£ $td£ 66 $/td£  $td£ 2.53% $/td£ $/tr£¢ $/table£"
"1092",3360,"Nesslau",131,3.58,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Scherrer $/td£ $td£ 131 $/td£  $td£ 3.58% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rutz $/td£ $td£ 87 $/td£  $td£ 2.38% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Egli $/td£ $td£ 77 $/td£  $td£ 2.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lusti $/td£ $td£ 72 $/td£  $td£ 1.97% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kuratli $/td£ $td£ 65 $/td£  $td£ 1.78% $/td£ $/tr£¢ $/table£"
"1093",3372,NA,72,7.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 72 $/td£  $td£ 7.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Frei $/td£ $td£ 54 $/td£  $td£ 5.79% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Raschle $/td£ $td£ 47 $/td£  $td£ 5.04% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Roth $/td£ $td£ 28 $/td£  $td£ 3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bösch $/td£ $td£ 25 $/td£  $td£ 2.68% $/td£ $/tr£¢ $/table£"
"1094",3374,"Lichtensteig",31,1.58,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 31 $/td£  $td£ 1.58% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bühler $/td£ $td£ 23 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schönenberger $/td£ $td£ 22 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 18 $/td£  $td£ 0.92% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bleiker $/td£ $td£ 16 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Forrer $/td£ $td£ 16 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 16 $/td£  $td£ 0.82% $/td£ $/tr£
¢ $/table£"
"1095",3375,NA,33,2.64,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brändle $/td£ $td£ 33 $/td£  $td£ 2.64% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Looser $/td£ $td£ 28 $/td£  $td£ 2.24% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 19 $/td£  $td£ 1.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ammann $/td£ $td£ 18 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Näf $/td£ $td£ 18 $/td£  $td£ 1.44% $/td£ $/tr£¢ $/table£"
"1096",3378,NA,84,2.06,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 84 $/td£  $td£ 2.06% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Näf $/td£ $td£ 78 $/td£  $td£ 1.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schweizer $/td£ $td£ 49 $/td£  $td£ 1.2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Nef $/td£ $td£ 42 $/td£  $td£ 1.03% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 41 $/td£  $td£ 1.01% $/td£ $/tr£¢ $/table£"
"1097",3379,"Wattwil",119,1.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bösch $/td£ $td£ 119 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüegg $/td£ $td£ 77 $/td£  $td£ 0.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bleiker $/td£ $td£ 73 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 73 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 69 $/td£  $td£ 0.78% $/td£ $/tr£¢ $/table£"
"1098",3392,"Kirchberg SG",132,1.4,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schönenberger $/td£ $td£ 132 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Scherrer $/td£ $td£ 124 $/td£  $td£ 1.32% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Egli $/td£ $td£ 99 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 83 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Holenstein $/td£ $td£ 75 $/td£  $td£ 0.8% $/td£ $/tr£¢ $/table£"
"1099",3393,"Lütisburg",39,2.42,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rüegg $/td£ $td£ 39 $/td£  $td£ 2.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Näf $/td£ $td£ 25 $/td£  $td£ 1.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Scherrer $/td£ $td£ 23 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Elmazi $/td£ $td£ 21 $/td£  $td£ 1.3% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Grob $/td£ $td£ 21 $/td£  $td£ 1.3% $/td£ $/tr£¢ $/table£"
"1100",3394,"Mosnang",143,4.94,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brändle $/td£ $td£ 143 $/td£  $td£ 4.94% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hollenstein $/td£ $td£ 120 $/td£  $td£ 4.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bürge $/td£ $td£ 89 $/td£  $td£ 3.07% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Widmer $/td£ $td£ 78 $/td£  $td£ 2.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Länzlinger $/td£ $td£ 76 $/td£  $td£ 2.62% $/td£ $/tr£¢ $/table£"
"1101",3395,"Bütschwil-Ganterschwil",119,2.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schönenberger $/td£ $td£ 119 $/td£  $td£ 2.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Scherrer $/td£ $td£ 104 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Stillhart $/td£ $td£ 77 $/td£  $td£ 1.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brändle $/td£ $td£ 69 $/td£  $td£ 1.36% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gmür $/td£ $td£ 61 $/td£  $td£ 1.2% $/td£ $/tr£¢ $/table£"
"1102",3401,"Degersheim",36,0.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 36 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rutz $/td£ $td£ 34 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jakupi $/td£ $td£ 31 $/td£  $td£ 0.75% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 31 $/td£  $td£ 0.75% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schweizer $/td£ $td£ 31 $/td£  $td£ 0.75% $/td£ $/tr£¢ $/table£"
"1103",3402,"Flawil",86,0.82,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Baumann $/td£ $td£ 86 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Brunner $/td£ $td£ 67 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 65 $/td£  $td£ 0.62% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Frei $/td£ $td£ 61 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 58 $/td£  $td£ 0.56% $/td£ $/tr£¢ $/table£"
"1104",3405,"Jonschwil",68,1.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gämperli $/td£ $td£ 68 $/td£  $td£ 1.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 39 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Eisenring $/td£ $td£ 37 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sutter $/td£ $td£ 32 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hollenstein $/td£ $td£ 27 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schönenberger $/td£ $td£ 27 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stadler $/td£ $td£ 27 $/td£  $td£ 0.69% $/td£ $/tr£
¢ $/table£"
"1105",3407,"Oberuzwil",58,0.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 58 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Weber $/td£ $td£ 33 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Scherrer $/td£ $td£ 32 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lenz $/td£ $td£ 31 $/td£  $td£ 0.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bajrami $/td£ $td£ 30 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gashi $/td£ $td£ 30 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 30 $/td£  $td£ 0.46% $/td£ $/tr£
¢ $/table£"
"1106",3408,"Uzwil",108,0.8,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 108 $/td£  $td£ 0.8% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 84 $/td£  $td£ 0.62% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wirth $/td£ $td£ 76 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 66 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumann $/td£ $td£ 49 $/td£  $td£ 0.36% $/td£ $/tr£¢ $/table£"
"1107",3422,"Niederbüren",34,2.24,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wagner $/td£ $td£ 34 $/td£  $td£ 2.24% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 29 $/td£  $td£ 1.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Scheiwiller $/td£ $td£ 28 $/td£  $td£ 1.85% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Egger $/td£ $td£ 27 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Harder $/td£ $td£ 23 $/td£  $td£ 1.52% $/td£ $/tr£¢ $/table£"
"1108",3423,"Niederhelfenschwil",57,1.79,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jung $/td£ $td£ 57 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 46 $/td£  $td£ 1.45% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 35 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zwick $/td£ $td£ 34 $/td£  $td£ 1.07% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Krucker $/td£ $td£ 32 $/td£  $td£ 1.01% $/td£ $/tr£¢ $/table£"
"1109",3424,"Oberbüren",64,1.41,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 64 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Frick $/td£ $td£ 61 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Fürer $/td£ $td£ 60 $/td£  $td£ 1.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jung $/td£ $td£ 46 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Brühwiler $/td£ $td£ 45 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Frei $/td£ $td£ 45 $/td£  $td£ 0.99% $/td£ $/tr£¢ $/table£"
"1110",3426,"Zuzwil SG",58,1.2,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 58 $/td£  $td£ 1.2% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 51 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 36 $/td£  $td£ 0.74% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Flammer $/td£ $td£ 35 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 33 $/td£  $td£ 0.68% $/td£ $/tr£¢ $/table£"
"1111",3427,"Wil SG",146,0.6,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 146 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 134 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ramadani $/td£ $td£ 116 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schönenberger $/td£ $td£ 111 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 106 $/td£  $td£ 0.44% $/td£ $/tr£¢ $/table£"
